input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(34.37),exhaust_ws_(45.57),case_agr_(26.71),case_mt_(44.24),merge_cond_(56.59),case_(64.68),LB_DP_(100.00),LB_V_(34.93),LB_v_(1.41),LB_DP2_(0.00),LB_T_(31.40),LB_C_(17.35),cl_mt_(23.79),cl_(5.27),cl_agr_(22.05),wh_(5.27),wh_agr_(14.33),wh_mt_(36.69)
"wolofMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.6177586406935734e-30,4.794592196080715e-32,-102.0,-100.0,Label,"[DP [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1.0,1.0,-33.88476568116793,-27.884765681167927,Label,"[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.6353747911584257e-45,6.532440999915598e-48,-136.53206945828745,-136.53206945828745,iMerge,"[.. [DP wh,cl] [.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.4805060606452495e-70,3.261031610380663e-66,-194.6733382285524,-178.6733382285524,iMerge,"[.. [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]] [.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,4.0,0.0,4.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,3.0410127360553946e-64,1.2268320991028694e-61,-180.13802103598616,-168.13802103598616,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]] [.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,3.0,0.0,3.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,6.246349614279956e-58,4.6154627713448424e-57,-165.60270384341996,-157.60270384341996,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,2.0,0.0,2.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.2830226931054474e-51,1.7363823957042734e-52,-151.0673866508537,-147.0673866508537,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,3.236252157506347e-63,4.3797910236122034e-64,-177.7732106210408,-173.7732106210408,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,9.902237316167447e-21,2.45451923013169e-23,-79.94629191090252,-79.94629191090252,rMerge,"[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofMatrix_[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.4205718112690093e-09,4.433431930480128e-11,-79.94629191090252,-79.94629191090252,iMerge,"[.. [DP wh,cl] [C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofMatrix_[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.793147195344413e-28,8.326254460730288e-25,-123.55224348860125,-111.55224348860125,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]] [C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,3.0,0.0,3.0,0.0,0.0
"wolofMatrix_[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,5.737224872296587e-22,3.132418650958729e-20,-109.016926296035,-101.016926296035,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2.0,0.0,2.0,0.0,0.0
"wolofMatrix_[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.1784466386218837e-15,1.1784466414221528e-15,-94.48160910346877,-90.48160910346877,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.972473127123975e-27,2.9724731341872774e-27,-121.18743307365585,-117.18743307365585,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,0.999999997579427,0.9999999999556646,-60.10702987428257,-56.10702987428257,rMerge,"[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
